tweet	emotion
@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. #sad	sadness
You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..	sadness
Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain	sadness
One point: DSP claims YTers lost half their viewership in  if they weren't using direct capture. That's when the search changes happened	sadness
@JessiMcCree Gabriel would eventually start frowning, gaining conciousness. Which was apparently really painful by how tears formed in the--	sadness
No pessimist ever discovered the secret of the stars,or sailed to an uncharted land,or opened a new doorway for the human spirit.-H.Keller	sadness
for an lgbt person to tell someone else that how they identify isn't valid is so sad and against everything we should stand for	sadness
What we think, we become. -Buddha #recovery #addiction #sober #sobriety	sadness
So drunk me hid my keys very well sober me couldn't find it anywhere	sadness
@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW	sadness
The last few weeks have been dreadful. opening up of old #wounds. the #gossip of others/evil that spill from thier lips #melancholy #sadnnes	sadness
@onefumi oh I see. I've seen so many people mourn the loss that I was surprised to see your tweet. I suppose same old here in SA	sadness
@downseung I'm sorry about your loss... no one should ever give you shit for taking your time to mourn. No matter how long it takes.	sadness
#HRmanagement must discourage the expediency factor from encroaching on the rolling out of a credible #workplaceviolenceprevention policy.	sadness
@BeenishParvez salaams ma'am, how r u ma'am? May ALLAH protect u from sadness, illness, harm &amp; nazr-e-bad. AAMEEN. Stay Blessed ma'am.	sadness
When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam :- #despondency	sadness
@LdhranOusby @RobHarris inclined to think that 'documentary' did him more harm than good. If not I despair of people's critical faculties.	sadness
Thank you @Pret  giving me a free coffee for bringing my reusable cup to the airport because it was st time you saw one. But #depressing	sadness
Ok it really just sunk in that I'm seeing the in a few hours.. wow	sadness
I don't care what shape the blues are in. \nWe owe them a fucking hiding. \nLong overdue on that front.	sadness
it's sad when you talk to someone about ya past n how it fucked you up and then they do the same thing like people really don't have hearts	sadness
final vestiges of my 's childhood were just dashed on the shoals of hearing a house cover of Tracy Chapman's 'fast car' at the dayjob	sadness
@naynay_whores im pretty sure cause ever since saturday ive just been super sad lol	sadness
I am going to make it my life's mission to discourage anyone from using @CapitalOne. They will rob you blind	sadness
Luckily I was helped by some good people. And they also managed to free me of my depression. Unfortunately it only lasted a little while.	sadness
@ashleighjessica @zacflint I'd give that pout the firm D	sadness
Most days, I don't know what my heart beats for. #depression	sadness
Going off reports on Sky, Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be grim on there :/	sadness
Overwhelming sadness.  This too shall pass.  #lonley #startingover	sadness
@HoggyBear the bantz are absolutely top notch, inconsolable I was when I realised	sadness
I mourn. ha..r / ambe was ruined. what was once an ongoing shitpost about Tony's crimes was hijacked by not so vaguely racist memers	sadness
So depressing to watch news, today out of  bullet news  were of rape! What's wrong with people #india #shameless #depressing	sadness
@MarianKeyes the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!	sadness
I'm wearing yellow today to bring a little sunshine to this gloomy day #yourewelcome	sadness
I look at some of the average players that play at the min and pine Nani, Rafael , RVP ,	sadness
Hoping to hear some serious @DonnieTrumpet tonight	sadness
We're in contained depression. Only new economic engine is #Sustainability, say Joel @makower + @markmykleby @ #VERGEcon. #NewGrandStrategy	sadness
@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing.  #unhappy #mean #troubled #vile #bully	sadness
@PriceSjrw @Rene @slbjcb @swoozyqyah THEN you do what you can and then BLOCK them, they're trying to discourage us	sadness
@LeahSKahn honestly. All I care about is Selasi not messing this up. His lackadaisical attitude isn't good for danishes.	sadness
@BBCTomEnglish @TimesSport And the dreadful Franglaise.	sadness
@punjabified porkistan lost terribly in  because of american intervation to talk we stopped	sadness
Are you #serious that #fredsirieix lives in Peckham......South London's own #Love Guru(big up)	sadness
hate to see y'all frown but I'd rather see him smiling	sadness
@LindaFrum sadly, at least  more years of this. At what point will even the low info selfie lovers who voted for them say enough is enough	sadness
@ChipotleTweets Gabe the worst part is I can't get hot status this month because there's no chipotle near enough to my campus #sadness	sadness
everything in the dream stayed there	sadness
Candace &amp; her pout are getting right on my tits #GBBO	sadness
California sissified pages: ruling class separation in passage to dispirit attestative alphanumeric code:	sadness
so probably hunger and depression and dissociating equals a weird time anything else	sadness
@reikimuse @MHChat I am beyond the sadness point. Have done it inside out. I live with CPTSD and BPD  I can't always do the pity party	sadness
This night, room polluted with syringes, notebooks and shadows moving, this kind of night! Away melancholy, away!	sadness
@reecetop Bk to  up top pack midfield Stifle any flair we possess kill any entertainers #dull #reshuffle #predictable #slow #average	sadness
Getting so excited for @ClearwaterJazz !! We play the main stage Sunday Oct.  at :!! #jazzholiday #riesbrothers #rock  #jam	sadness
Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did  karma	sadness
Removal regardless of cost a lamentable answer:	sadness
God just replaced my sadness with laughter, can't go the whole day sad ...	sadness
Need advice on how to get out of this rut!!!!  #needmotivation	sadness
I feel like I am drowning. #depression #anxiety #falure #worthless	sadness
@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.	sadness
Candice's standing pout face aggravates me every week	sadness
I think learning classical or ancient Japanese might help me get myself permanently out of depression. I sometimes suffer from sudden	sadness
we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success #sadness #perfection #fortunate #mixed	sadness
Anybody know a good place to book a show in #Montreal on short but not super-short notice? #punkrock #postpunk #blues	sadness
Once you've accepted your flaws, no one can use them against you - @GRRMspeaking #quote #mentalhealth #psychology #depression #anxiety	sadness
@MessYourself why? Do you have depression?	sadness
@hamzakhawaja just die depression.	sadness
@othrcarl @IX_SW @purenift I'm sadly not, I'm just being smutty	sadness
It hasn't sunk in that I'm meeting the twins	sadness
In other news. My legs hurt. #running #kinmins #dreadful #flatfeet	sadness
â€œMy friend do you fly away now? To a world that abhors you and I? All that awaits you is a somber morrow No matter where the winds may blow	sadness
Happy Birthday, LOST! #lost #dharmainitiative #years #september #oceanic	sadness
@Mattwinton Your foot is frowning.	sadness
@marisa_enbot Being with you makes me somewhat gloomy.	sadness
@CNN : It's not Fox News, it's Fox Propaganda Network, they're so lost in their lies, that they can't tell the truth, if it hit them in face	sadness
@MHChat Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything #MHChat	sadness
Wrinkles should merely hide where frown have been. Mark Twain	sadness
Why can't you just be mine. #forlorn	sadness
#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!	sadness
I'm not the type to flee from adversity nor does it discourage me. I'll always stand strong in the paint	sadness
F'n morons u SMFH can't just be lackadaisical	sadness
Sometimes it takes #sadness to know happiness, #noise to appreciate #silence and absence to value presence.	sadness
@rosalarian i hate post con blues! But i avoided the plague too yay!! Yay constant hand sanitizer!	sadness
Go follow 'juspopmolly' on snapchat that hoe sitting on the sink right now @Cocaineandtacos	sadness
The new @chaseandstatus song is mega ðŸ’¥ reminds me of @SundownUK #blues	sadness
#AutumnalEquinox the nights are drawing in, what a great time to look at putting up some new #lights #dark #showroom #news #wirral	sadness
The weather changed from sunny and bright to gloomy just in time to match my afternoon mood.	sadness
@pstcap I've still been trying to sort through it all, but I suppose I also shouldn't have had such high expectations. #sadness	sadness
How do you help someone with #depression who doesn't believe they have it and doesn't trust therapists?	sadness
A pretty dejected FanCam on the way. #SCFC #TBPTV	sadness
Ffs clan... seriously never been so disheartened	sadness
Fam what seems more fun for a photo booth: being able to instantly post to Twitter or having to wait till sober to see the hot mess	sadness
ACT  #anxiety &amp; #depression group. @livingwellihc beginning Mon October  for  weeks. Contact me to register now! #mindfulness #Halifax	sadness
Nothing else could possibly put a damper on my day other than doing X-rays on someone with kickinnnnn ass breath	sadness
My cell won't hold a charge ðŸ˜¢ #sadness So should I.	sadness
Do you know how much it hurts to see you best friend sad?	sadness
I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad	sadness
ok yes I get it as much as the next guy -- bikes blues &amp; bbq is frustrating &amp; loud!!! but these ppl are traveling from all over to come	sadness
The @Orioles are in contention and hosting @RedSox nation and Camden is empty #sad	sadness
The two Brians, @BlackEyedNBlues &amp; @onthehorn, also known as the Nigella Lawsons of #blues &amp; #pizza.	sadness
Ive felt surprisingly gloomy about my bad scouts today :'D but i recognize that it's all just RNG and yeah I didnt spend that many gems	sadness
@loueezecee I don't know how much more of that bloody pout I can take!	sadness
I hope a goal comes soon on either side. Otherwise there is a serious threat of a dull and frustrating game. #COYS	sadness
@John_Hanna he has become so dreary, also, yes.	sadness
Usually I'm not one to rush colder weather but this year I'm so ready for hot coffee, dark lippies, scarves, sweaters, &amp; boots	sadness
Today you visited me in my dreams and even though you aren't physically gone I still mourn you	sadness
I wonder if the #wolfcreek TV show is sponsored by the anti-tourist board of Australia to discourage visitors? #stayathome #dontvisit	sadness
@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately	sadness
A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE  #murder #suicide #depression #racism #pride	sadness
I know few will mourn the loss of Stitch's Great Escape, but...see, THIS is the kind of cost-cutting at parks I really don't care for.	sadness
Who need #beats ? #instrumentals #serious #artists #only	sadness
Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it	sadness
Meghan is teaching the blues in keyboard fundamentals II and all these classical majors are like WTF?!	sadness
Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November	sadness
@FoxNews Very thought provoking &amp; leads one to question what really happened.Very sad for all.	sadness
Listening to @wdwradio at work is my slice of sunshine in this dreary cube world #tolife	sadness
Don't get too close it's dark inside	sadness
The bowl on my new food processor broke, @Cuisinart. #sadness.	sadness
Today: Kudos to Jaime Garcia on a fine outing.     #encouraging. Last Week: Judo to Jaime Garcia for a dismal outing. #discouraging	sadness
me: tis a dreary day today\nfriend: he's a teenager not Shakespeare's reincarnation \n\nim such a dumbass lol	sadness
@JBoughton he might donate the money but it won't stop shit, pessimist	sadness
@nytimes media celebrated Don King endorsing #Obama in  and  now criticize him for endorsing #Trump who wants new Civil Rights era- sad	sadness
@broadly you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up @CNN_Ai	sadness
@WDWNT #spooky night at #disney #fortwilderness campground #disneyworld #powerfailure #dark	sadness
@ChristianJMay @CityAM \nConfidence held up... despite constant and continual doom and gloom	sadness
I might even be on the verge of depression.	sadness
@TheSGJournal Step : Get rid of @LittleStokePark Step : Prioritise football Step : profit? #depressing	sadness
When you lose somebody close to your heart you lose yourself as well #lost	sadness
At the point today where if someone says something remotely kind to me, a waterfall will burst out of my eye	sanger
This game has pissed me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCard	sanger
@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me	anger
@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I #bitter #soreloser	anger
wanna go home and focus up on this game . Don't wanna rage at all	anger
@virginmedia I've been disconnected whilst on holiday ðŸ˜¤ but I don't move house until the 1st October ðŸ¤” #furious	anger
I wanna see you smile I don't wanna see you make a frown	anger
@shae_caitlin ur road rage gives me anxiety.	anger
@EtherealMystic_ She was winning this war that had been raging on inside of his mind. The desire and love all rolling into something he	anger
They gonna give this KKk police bitch the minimum sentence..just wattch #angry	anger
My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!	anger
@CUTEFUNNYANIMAL @luvcaps19 My sister's dog does this. I think it's because she knows it'll provoke a reaction	anger
new madden 16 video was gonna be up but xbox is being an ahole and not going through #struggles	anger
The animosity toward Hillary comes from conspiracy theories and perception, the animosity toward Trump is based on what he says and does.	anger
Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm #sad #angry	anger
I watch Amyah throw temper tantrums when she gets mad at something and I'm just like damnit that is me and I can't do nothing but laugh	anger
@crystaldiamondo impossible to say. We can only hope that I donâ€™t unwittingly trigger her ferocious side again. Hell hath no fury..	anger
@SportingTommo @ASFCofficial no doubt we are going to struggle this year. But moments like that from Payet take the sting out of it.	anger
Autocorrect changes ''em' to 'me' which I resent greatly	anger
Candice on great british bake off with that pout does my head in	anger
Point scorning and fury at Labor does nothing to address long term detention and the need to resettle #asylumseekers from #manus and #Nauru	anger
HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18! @BBNicole #BB18 sorry not sorry #bitter #bbmichelle	anger
Not sorry for that burst of anti #Allo spam, fuck any messaging app launching in 2016, without encryption on by default.	anger
So I'm not being shady but one of Jongdae's ex rumoured girlfriends is going on WGM I'm not saying I'm over joyed but I'm over joyed #bitter	anger
At work yesterday some old cunt couple told me their coffees were cold and wanted a refund so i put my finger in it front of them angrily	anger
When you want to say something so bad but can't ! #furious	anger
â€œCompetition is suppose to motivate you to do better everytime not to be bitter all the time De philosopher DJ Kyos #quote #success #CSGO	anger
@TheRevAl please tell us why 'protesting' injustice requires #burning #beating and #looting terrible optics #toussaintromain is true leader!	anger
@XboxMAD @RobotBrush Ballmer will be furious. Another delivery lost...	anger
Stop tracking back you fucking potato faced cunt errrr infuriating #angry #Rooney #mufc	anger
@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy? #revenge #leictershireaway #therey	anger
@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking.#Hillary #divide #anger #chaos	anger
Can't believe @virginmedia are putting their prices up!! They already know I'm struggling to pay my bill &amp; won't change my package!! #raging	anger
Yal aggravate tf outta me acting lying yal can't tell the difference between a dyke and a man. RARELY is it that hard to tell the difference	anger
If i could just get my line to block!  #germantownbroncos #lilleague #popwarner #Broncos #usafootball #offense #lineman	anger
Star trek online has a update to download oh fuming yay	anger
@NewAgeInsiders @ChaoticWrestlin @davienne_long make sure you tell them how scared you are #revenge	anger
@SpookyHelder ...specifically are the cause of it all, and they resent being considered the enemy.	anger
The war is right outside your door #rage #USAToday	anger
A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol	anger
@donlemon listening to these politicians is making me so #angry I'm so fucking tired of political speak by career politicians @PatMcCroryNC	anger
Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat #snap #country #countrygirl	anger
@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please? #boiling	anger
@louiseannexx u fucked my house up I'll always hold a grudge	anger
@josefcd904 @Reddou_Kun @deven_luca @supersoniclemon He also likes incurring Lily's wrath.	anger
@ReadingFC @EFLCup - remind them 'Twenty's Plenty' #revenge!	anger
@twojacksdetail @bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience. #incite #inflame	anger
@FakingALeto Gerard finally made it up the stairs with a little huff, his face a little more red than it was before. Having little legs	anger
After what just happened. In need to smoke. #burning	anger
I really wish my road rage wasn't so damn bad lmaooooo	anger
@__lucymellor No idea, just exhausted and I was tidying my room and just burst out crying ... fs	anger
@NahteWilly @AFP that was neither intelligent, definitive or useful shall I name call or would you like to expand on how I have offend you ?	anger
when you think you've got it together for a day then you randomly burst out crying	anger
You offend me, @Tansorma	anger
@jamielamieee @gerbicapiral_ @Dory then I look at you and we burst out laughing	anger
@WellerMonica Hi Monica, I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz #sting #HONEY	anger
@smendler (2)  Watch out for ppl who have been filled w/ impotent rage over time - they can be led to do just about anything	anger
I just killed a spider so big it sprayed spider guts on me like a horror movie.\n#ugh #revenge	anger
@SopanDeb @johnrobertsFox @azizansari Let's not stereotype all South Asians as relentless beat reporters.	anger
@Alex_Philip2648 it's a step up from boiling broccoli tbh	anger
@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus	anger
@EE whats with the 50p a minute charge to 150, insult to injury	anger
Last night, the Rev. Dr. Earl Johnson spoke to Wake Progressive #Democrats on transforming #moral #outrage into effective political #action.	anger
Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.	anger
I HATE little girls ðŸ˜¡ðŸ˜¡ got a lot off growing up to do!!! #fuming	anger
-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal -- @TheLadyOfGlenco	anger
Police: Atlanta rapper Shawty Lo killed in fiery car crash	anger
@JamieRJN She's all over the political map in her relentless pursuit of power.	anger
No one's gonna chill bc fake outrage is fun or w/e but SPACE COLLEGE	anger
I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai.	anger
And to discriminate only generates hate\nAnd when you hate then you're bound to get irate,	anger
Weak people revenge. Strong people forgive. Intelligent people ignore.	anger
I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene #anger #fuck #die #hatered	anger
Using multiple combs simultaneously is what I like to call impressive work!!    ;-O  #ohsnap #daaamn	anger
Nothing is more relentless than a dog begging for food	anger
ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....	anger
@Deadspin @Rlblack1Rob My guess is he's just a convenient target for misplaced anger.  What they're really mad at is how they played.	anger
People that smoke cigarettes irritate my soul.	anger
Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip'	anger
Threat factors in respect to provocation bulb worm: BnQo	anger
â€” Self-hatred gives rise to fury, fury to the desire for self-change.	anger
You sting like a bee but you're still my honey.	anger
if u have time 2 open a snap, u have time 2 respond	anger
This may offend some, but I say u never trust a cop of any color, but especially not a white 1(the evidence is clear)! The klan has awoke	anger
@JoeShennan Meanwhile @JoshuaMurrayBM and I are getting a 7.40am train. I hope you really, really enjoy that hotel, Shennan. #fuming	anger
#ForgivenessÂ might make us look #weak, but the weakest person is the one who holds #anger, #hatred, and #revenge.	anger
@WinchesterGank If only. Lol I just wish once he understood the crazy of his rabid fans &amp; addressed it.	anger
The way @AvailableCar wash their hands of their mistakes is disgraceful. Left driving round on a tyre that can burst at any moment	anger
People will talk, words will sting, but how you handle that is what differs you from them. Be like them or change the culture?#BeDifferent	anger
Be quick to #listen, slow to #speak, and slow to #anger.	anger
@Yannarell @LOLGOP Despite your #outrage fatigue, don't lose your shine	anger
Police don't wanna be called pigs but they keep actin like em....honestly that's even an insult to pigs	anger
troubled soul don't loose your heart 'cause joy and peace he brings and the beauty that's in store outweighs the hurt of life's sting.	anger
We floated like butterflies. Now you sting like bees!'	anger
I don't like pineapple I only eat them on pizza, they lose the sting when they get cooked.	anger
Ok but how are the fast &amp; furious movies NOT classified as comedy's?	anger
no offense but the doctor crying tears of joy after realizing he has a family for christmas is Cute	anger
@JankHambrams You sound like my husband @Enistachia ... he makes hotter and hotter sauce - the fiery torment brings him mouth-joy!	anger
warning: i am a sensitive, angry, insecure baby today, but UGH why do people at large either hate or ignore me bc it is literally~the worst~	anger
Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #unfair #ugh	anger
A black female LEOðŸ’™ was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive	anger
@JessicaValenti @nytimes I don't know... Wasn't punk mostly about white men throwing tantrums?	anger
Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower #anger #rawr #ChicagoPD	anger
I'm deleting all these social media apps off my phone. I might keep snap chat and insta but I'll never be on it.	anger
Panpiper playing Big River outside The Bridges in SR1 #outrage	anger
I base when it's going to rain here off of brills snap stories.	anger
@ColinOccupantz @JasnaBadzak @proremain and there was I thinking #UKIP were a party of angry old men - how wrong can you be!	anger
@mattstottwrites For me not so much outrage as â€˜oh, using female body to sell something,	anger
Congrats to #Nicole #bb18 ... Fix that nose now #bitter #petty	anger
I had Golden Ocean the other day it was lush, then I gagged and was sick... What a waste of Â£20 - I was fuming @EmmaGould_ I miss you	anger
@PearseDoherty @harrymcgee @IrishTimes That might sting for a bit lads but you'll get over it.     #betterwithsinnfein	anger
No offense but to the ppl out there using creams to build your glutes...COME ON. Go squat and what not.	anger
@UMA1R_ @bilalmahmooduk @Muslim_Scientst i do not offend your Faith unless 1 persecutes me, treat me like a dog, disrespect me and even so	anger
The patriots have the lamest color rush jerseys in the whole nfl #madden (I hope they wear them tonight)	anger
no offense but could troye start dming people so i can feel like less of an idiot when i dm him thanks	anger
ForgivenessÂ might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge.	anger
Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!! #fume #instagram	anger
Trump supports reach another level of irritation within me	anger
People you need to look up the definition of protest. What you are doing is not protesting is called vandalism. #angry #stop	anger
RE: #politicallycorrect #BS   What if I am #offended by your assumption the USA should change because you are a 'visitor' &amp; don't like it?	anger
@NJDDanin123 I personally liked #relentless â€¦didn't get #OurHouse #OneJersey #werealldevilsinside \nDoes nothing till a puck drops #NJDevils	anger
@Who_JN I've been having a quad shot every day and can sleep right after... it's time to detox I get raging migraines without coffee :/	anger
@THATSSHAWTYLO passed away early this morning in a fast and furious styled car crash as he was leaving an ATL strip club. That's rough stuff	anger
@inthefade going back to blissful ignorance?! #fury	anger
@MarianKeyes the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!	anger
ethan was with someone in the car when he did his revenge on grayson	anger
@jonfavs Don King is an insult to the intelligence of the Black Community.  What are these people thinking?	anger
Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter.	anger
If I do my homework now I can watch revenge and possibly go out tonight'\n*plays on phone for 2 hours to avoid doing homework	anger
@MegMuphet I wasn't meaning to offend you. I was saying from personal experience. Kids got placed into these classes and they take advantage	anger
@SINice Damn..  Lol..  Maybe it is for the best though..  Her brother might still be lookin for revenge	anger
@Red_Magpie @ali_faceache1 @joanna_caron @KCBFD @xMATTxLAWx he's not exactly a rabid tub thumper compared to McTernan now is he.	anger
Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!	anger
JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics	anger
Y'all bitches be so angry and bitter, that must truly suck lol	anger
@daynutrition @sliqnicq @nytimes I don't listen to White Trash talk about blacks. It's insult. Talk about your race living in trailers	anger
We're going to get City in the next round for a revenge.	anger
Me: *sees incense burner* is this for drugs?	anger
@daemondave @paulkrugman Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?	anger
@RobertB_Rice Awesome. Another non-native being offended on my behalf. We need more of you in the world. #SaidNoNDNEver. #Paternalism	anger
@JohnJHarwood @GWGMJ30 It's no secret: personal dislike of Trump &amp; animosity has always been present..now magnified with bigotry/racism etc.	anger
So then it's my turn. Soon as he says hi I just burst into tears lmaoo I was so overwhelmed.	anger
@Gielnorian @HedonismGaming cmode grimrail made me want to eat angry bees	anger
And getting offended or furious that a writers style isn;t to your taste is ultimately daft, I suppose.	anger
When u are strong u offend the weak &amp; insecure. STAY STRONG. Joshua 1:6-9 #god #internationaldayofpeace #actorslife	anger
@o2academybham since when the fuck can you not stand at a concert? #raging	anger
@jagtron1 blacks are good at provoke them selfs blaming on white when black cops shooting blacks	anger
@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity	anger
#ADP's #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!	anger
We are raging angry.=1/2 bil $ for 2 pro Liars.(Actors) the most useless people in america Where is ours for working 100 X harder?	anger
@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.	anger
@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #outrage #Victim	anger
@clppng #offended the tonys have found a way to leave me out and now y'all have too	anger
Here's a tip for everyone: Stop being offended. End.  #quit #youredumb #liveyourownlife	anger
Here's a tip for everyone: Stop being offended. End. #offended #quit #youredumb #liveyourownlife	anger
Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part	anger
@MagicAndFangs 'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.	anger
Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the #tantrums.	anger
Me and these burns that I pick up off the pitches don't get on at all like #sting	anger
Imagine being bitter when your bias is dating &amp; sending threats to their partner. Like why? That's nasty. And they don't even know you exist	anger
Every dancers dream song #snap #worldpower	anger
@kjwinston11 2.  the N-word. But I think all Afr-Am are entitled to it: we shouldn't take away from them the insult they have claimed back.	anger
Having one of those #angry days. I will have to stop watching #news.	anger
@laureeenwillam can't cope wi her sour face and tiny pout	anger
Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #angry #unfair #ugh	anger
@FoxNews #Poor = #angry and justly so. Offer people some hope! My god, does anyone see this?! #Education should not be for the #elite	anger
Howard Webb always held up as knowing the answers. No red. Sutton and Craigan raging! Hahaha	anger
ICQ is just making me mad!!!ðŸ˜¤ #icq #angry	anger
Why is it always me picking up the pieces :/ #angry	anger
I've learned to let go of resentment for people who have hurt me, because keeping it is like swallowing poison and expecting them to die.	anger
Pride and Prejudice is a modern day Keeping up with the Kardashians' - @howsyourdaybin I've never been so offended in my life	anger
The outrage over Kessel's tweet by butthurt USA players is hilarious.	anger
@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming	anger
@missblair140 AWH tiff you're such a great friend I love you :(( thank you	anger
Oh man it's been so long since I've played #madden I am trash anymore.	anger
I only have to wave a fiery cross and we will f**kin' do this!	anger
Thou wilt be as valiant as the wrathful dove, or most magnanimous mouse. William Shakesphere	anger
@SwiftShimada SPARKLES, proud little huff. Still posing mind you.	anger
No, nipples don't offend me lol. But it's sad to me to see women purposely flaunting/sexualizing their own bodies in a very immodest way.	anger
@thehill no wonder USA is going to shit with such outrage over a simple analogy.	anger
@fixindk @RevoltRazor @dragons1015 Guys don't use that type of language. Save it for raging...	anger
@Remedy0_ switch host no bullet rage.	anger
Thurston offers Gallen a â€˜peaceâ€™ of his mind: NORTH Queensland playmaker Johnathon Thurston insists he holds no grudge against Paul G...	anger
My back is starting to irritate me and it's barely 2:19	anger
Defination of a best friends..!!! \n\na person who opens his mouth just to #insult yu..!! :D :D :D	anger
Nothing more entertaining and frightening than a #bitter #alcoholic trying desperately to get your attention.....	anger
What a fucking muppet.  @jRwild1 #fuming #stalker.	anger
@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). #umbrage	anger
some of the casuals tweets that Vic has faved are making me gag #bitter	anger
@loueezecee I don't know how much more of that bloody pout I can take!!	anger
Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people \n #NoteToSelf  #mad #upset	anger
@KatherineArabis Itâ€™s taken for granted, while the misogyny in the air is treated as normal â€” and any angry response to it as pathological.	anger
@smendler (1) Watch out for memes &amp; statements designed to make you feel outrage, but that don't give you anything to *do* about situation	anger
Do not be angry with God because you do not get what you want, for God gives most when you expect least.	anger
@Susan_Wilde @oohincensed @TheCanarySays no! Kinda offended that you had to ask	anger
Yeah I'm hot nigga, they say im burning uhhhhh	anger
@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.	anger
Yo gurls Dm for a tribute ðŸ˜œðŸ’¦ #snapme #dm #nudes #tribute #cumtribute #cock  #cum #swallow	anger
@noris_prosk8r2 (Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.)	anger
@Digger_forum he's also mostly (except for the synthetic testosterone bits) male, you raging sexist!	anger
@UlsterWillFight @VanguardBears Looks like a rabid pack of inbreds.	anger
